id;value
2018-12-22_08-20;143852
2018-12-22_08-21;149759
2018-12-22_08-22;151131
2018-12-22_08-23;152597
2018-12-22_08-24;158423
2018-12-22_08-25;149733
2018-12-22_08-26;155183
2018-12-22_08-27;157359
2018-12-22_08-28;153690
2018-12-22_08-29;157531
2018-12-22_08-30;158170
2018-12-22_08-31;163403
2018-12-22_08-32;159613
2018-12-22_08-33;161268
2018-12-22_08-34;173160
2018-12-22_08-35;166080
2018-12-22_08-36;159694
2018-12-22_08-37;167864
2018-12-22_08-38;168354
2018-12-22_08-39;167403
2018-12-22_08-40;163506
2018-12-22_08-41;174163
2018-12-22_08-42;167006
2018-12-22_08-43;171422
2018-12-22_08-44;169161
2018-12-22_08-45;177541
2018-12-22_08-46;174235
2018-12-22_08-47;174712
2018-12-22_08-48;178791
2018-12-22_08-49;176757
2018-12-22_08-50;181763
2018-12-22_08-51;178170
2018-12-22_08-52;178413
2018-12-22_08-53;183582
2018-12-22_08-54;177946
2018-12-22_08-55;181982
2018-12-22_08-56;180403
2018-12-22_08-57;186499
2018-12-22_08-58;179705
2018-12-22_08-59;183170
2018-12-22_09-00;184384
2018-12-22_09-01;183531
2018-12-22_09-02;200814
2018-12-22_09-03;204915
2018-12-22_09-04;198000
2018-12-22_09-05;194422
2018-12-22_09-06;199099
2018-12-22_09-07;193129
2018-12-22_09-08;199100
2018-12-22_09-09;196303
2018-12-22_09-10;202948
2018-12-22_09-11;194058
2018-12-22_09-12;206587
2018-12-22_09-13;201406
2018-12-22_09-14;196375
2018-12-22_09-15;209287
2018-12-22_09-16;209320
2018-12-22_09-17;199822
2018-12-22_09-18;206712
2018-12-22_09-19;219191
2018-12-22_09-20;207593
2018-12-22_09-21;211573
2018-12-22_09-22;215013
2018-12-22_09-23;206329
2018-12-22_09-24;219860
2018-12-22_09-25;224281
2018-12-22_09-26;207382
2018-12-22_09-27;212267
2018-12-22_09-28;212637
2018-12-22_09-29;215356
2018-12-22_09-30;216602
2018-12-22_09-31;231088
2018-12-22_09-32;207890
2018-12-22_09-33;219638
2018-12-22_09-34;216204
2018-12-22_09-35;221763
2018-12-22_09-36;217142
2018-12-22_09-37;222577
2018-12-22_09-38;224808
2018-12-22_09-39;217603
2018-12-22_09-40;224654
2018-12-22_09-41;219232
2018-12-22_09-42;222738
2018-12-22_09-43;230281
2018-12-22_09-44;218172
2018-12-22_09-45;224680
2018-12-22_09-46;233959
2018-12-22_09-47;233745
2018-12-22_09-48;224325
2018-12-22_09-49;227974
2018-12-22_09-50;234921
2018-12-22_09-51;225434
2018-12-22_09-52;231901
2018-12-22_09-53;233413
2018-12-22_09-54;235585
2018-12-22_09-55;233685
2018-12-22_09-56;231410
2018-12-22_09-57;232117
2018-12-22_09-58;244054
2018-12-22_09-59;248533
2018-12-22_10-00;242587
2018-12-22_10-01;255801
2018-12-22_10-02;259665
2018-12-22_10-03;241942
2018-12-22_10-04;265698
2018-12-22_10-05;264229
2018-12-22_10-06;247775
2018-12-22_10-07;246607
2018-12-22_10-08;251113
2018-12-22_10-09;184899
2018-12-22_10-10;234663
2018-12-22_10-11;250816
2018-12-22_10-12;259111
2018-12-22_10-13;246087
2018-12-22_10-14;254762
2018-12-22_10-15;265758
2018-12-22_10-16;265685
2018-12-22_10-17;258648
2018-12-22_10-18;249172
2018-12-22_10-19;262732
2018-12-22_10-20;257960
2018-12-22_10-21;250484
2018-12-22_10-22;260971
2018-12-22_10-23;255555
2018-12-22_10-24;259744
2018-12-22_10-25;257998
2018-12-22_10-26;254694
2018-12-22_10-27;262434
2018-12-22_10-28;254070
2018-12-22_10-29;259957
2018-12-22_10-30;261255
2018-12-22_10-31;259916
2018-12-22_10-32;254363
2018-12-22_10-33;263419
2018-12-22_10-34;260097
2018-12-22_10-35;262825
2018-12-22_10-36;261174
2018-12-22_10-37;261146
2018-12-22_10-38;259624
2018-12-22_10-39;266697
2018-12-22_10-40;259908
2018-12-22_10-41;256934
2018-12-22_10-42;270441
2018-12-22_10-43;261538
2018-12-22_10-44;260972
2018-12-22_10-45;263335
2018-12-22_10-46;264765
2018-12-22_10-47;262502
2018-12-22_10-48;265161
2018-12-22_10-49;264984
2018-12-22_10-50;264308
2018-12-22_10-51;257851
2018-12-22_10-52;263643
2018-12-22_10-53;268569
2018-12-22_10-54;268645
2018-12-22_10-55;259692
2018-12-22_10-56;259419
2018-12-22_10-57;273842
2018-12-22_10-58;257452
2018-12-22_10-59;260652
2018-12-22_11-00;267109
2018-12-22_11-01;267207
2018-12-22_11-02;258205
2018-12-22_11-03;265087
2018-12-22_11-04;268408
2018-12-22_11-05;266048
2018-12-22_11-06;260872
2018-12-22_11-07;256524
2018-12-22_11-08;275283
2018-12-22_11-09;261130
2018-12-22_11-10;259700
2018-12-22_11-11;270599
2018-12-22_11-12;268277
2018-12-22_11-13;258799
2018-12-22_11-14;257573
2018-12-22_11-15;272406
2018-12-22_11-16;262048
2018-12-22_11-17;259661
2018-12-22_11-18;266252
2018-12-22_11-19;265755
2018-12-22_11-20;255812
2018-12-22_11-21;260707
2018-12-22_11-22;267273
2018-12-22_11-23;259625
2018-12-22_11-24;264934
2018-12-22_11-25;255942
2018-12-22_11-26;268071
2018-12-22_11-27;260223
2018-12-22_11-28;257028
2018-12-22_11-29;255205
2018-12-22_11-30;266290
2018-12-22_11-31;253252
2018-12-22_11-32;262644
2018-12-22_11-33;262057
2018-12-22_11-34;257571
2018-12-22_11-35;254812
2018-12-22_11-36;261536
2018-12-22_11-37;257053
2018-12-22_11-38;262144
2018-12-22_11-39;261545
2018-12-22_11-40;248822
2018-12-22_11-41;261773
2018-12-22_11-42;261097
2018-12-22_11-43;257258
2018-12-22_11-44;251074
2018-12-22_11-45;267280
2018-12-22_11-46;257768
2018-12-22_11-47;252569
2018-12-22_11-48;261030
2018-12-22_11-49;258783
2018-12-22_11-50;252458
2018-12-22_11-51;255473
2018-12-22_11-52;260875
2018-12-22_11-53;256523
2018-12-22_11-54;253534
2018-12-22_11-55;252783
2018-12-22_11-56;266824
2018-12-22_11-57;248252
2018-12-22_11-58;258658
2018-12-22_11-59;250512
2018-12-22_12-00;266144
2018-12-22_12-01;246259
2018-12-22_12-02;254901
2018-12-22_12-03;260513
2018-12-22_12-04;250633
2018-12-22_12-05;255833
2018-12-22_12-06;251032
2018-12-22_12-07;259811
2018-12-22_12-08;249049
2018-12-22_12-09;252017
2018-12-22_12-10;254352
2018-12-22_12-11;252132
2018-12-22_12-12;255279
2018-12-22_12-13;251937
2018-12-22_12-14;255027
2018-12-22_12-15;253447
2018-12-22_12-16;248879
2018-12-22_12-17;261249
2018-12-22_12-18;259701
2018-12-22_12-19;249075
2018-12-22_12-20;250455
2018-12-22_12-21;244208
2018-12-22_12-22;252247
2018-12-22_12-23;254999
2018-12-22_12-24;247279
2018-12-22_12-25;250154
2018-12-22_12-26;254356
2018-12-22_12-27;249668
2018-12-22_12-28;247148
2018-12-22_12-29;250471
2018-12-22_12-30;254446
2018-12-22_12-31;240451
2018-12-22_12-32;250572
2018-12-22_12-33;243546
2018-12-22_12-34;252439
2018-12-22_12-35;246524
2018-12-22_12-36;252828
2018-12-22_12-37;247749
2018-12-22_12-38;246298
2018-12-22_12-39;257466
2018-12-22_12-40;239602
2018-12-22_12-41;248500
2018-12-22_12-42;253054
2018-12-22_12-43;241734
2018-12-22_12-44;248488
2018-12-22_12-45;257523
2018-12-22_12-46;243639
2018-12-22_12-47;246883
2018-12-22_12-48;244636
2018-12-22_12-49;254823
2018-12-22_12-50;252802
2018-12-22_12-51;249350
2018-12-22_12-52;255643
2018-12-22_12-53;248843
2018-12-22_12-54;239734
2018-12-22_12-55;257256
2018-12-22_12-56;240073
2018-12-22_12-57;246800
2018-12-22_12-58;251756
2018-12-22_12-59;247389
2018-12-22_13-00;249792
2018-12-22_13-01;247830
2018-12-22_13-02;248714
2018-12-22_13-03;237567
2018-12-22_13-04;262676
2018-12-22_13-05;246101
2018-12-22_13-06;242357
2018-12-22_13-07;248123
2018-12-22_13-08;245067
2018-12-22_13-09;253222
2018-12-22_13-10;239762
2018-12-22_13-11;254722
2018-12-22_13-12;244128
2018-12-22_13-13;244128
2018-12-22_13-14;248543
2018-12-22_13-15;251703
2018-12-22_13-16;255138
2018-12-22_13-17;238652
2018-12-22_13-18;257359
2018-12-22_13-19;245061
2018-12-22_13-20;243011
2018-12-22_13-21;247284
2018-12-22_13-22;245660
2018-12-22_13-23;248205
2018-12-22_13-24;237665
2018-12-22_13-25;251794
2018-12-22_13-26;243527
2018-12-22_13-27;248943
2018-12-22_13-28;240388
2018-12-22_13-29;246157
2018-12-22_13-30;245374
2018-12-22_13-31;242993
2018-12-22_13-32;242058
2018-12-22_13-33;241896
2018-12-22_13-34;256243
2018-12-22_13-35;253442
2018-12-22_13-36;235387
2018-12-22_13-37;248432
2018-12-22_13-38;248971
2018-12-22_13-39;238209
2018-12-22_13-40;250833
2018-12-22_13-41;253191
2018-12-22_13-42;238483
2018-12-22_13-43;240240
2018-12-22_13-44;247913
2018-12-22_13-45;242362
2018-12-22_13-46;240709
2018-12-22_13-47;248063
2018-12-22_13-48;239864
2018-12-22_13-49;242792
2018-12-22_13-50;243416
2018-12-22_13-51;241786
2018-12-22_13-52;240382
2018-12-22_13-53;248378
2018-12-22_13-54;239934
2018-12-22_13-55;241595
2018-12-22_13-56;240502
2018-12-22_13-57;244215
2018-12-22_13-58;237926
2018-12-22_13-59;241250
2018-12-22_14-00;241847
2018-12-22_14-01;236960
2018-12-22_14-02;240569
2018-12-22_14-03;239984
2018-12-22_14-04;239551
2018-12-22_14-05;240994
2018-12-22_14-06;234124
2018-12-22_14-07;246486
2018-12-22_14-08;240325
2018-12-22_14-09;238919
2018-12-22_14-10;229907
2018-12-22_14-11;245596
2018-12-22_14-12;234128
2018-12-22_14-13;236248
2018-12-22_14-14;242595
2018-12-22_14-15;239993
2018-12-22_14-16;227615
2018-12-22_14-17;245245
2018-12-22_14-18;233324
2018-12-22_14-19;236641
2018-12-22_14-20;235205
2018-12-22_14-21;237461
2018-12-22_14-22;234353
2018-12-22_14-23;235046
2018-12-22_14-24;236167
2018-12-22_14-25;229976
2018-12-22_14-26;234007
2018-12-22_14-27;236162
2018-12-22_14-28;233629
2018-12-22_14-29;236140
2018-12-22_14-30;231893
2018-12-22_14-31;231259
2018-12-22_14-32;231284
2018-12-22_14-33;238397
2018-12-22_14-34;232324
2018-12-22_14-35;226084
2018-12-22_14-36;236410
2018-12-22_14-37;227957
2018-12-22_14-38;232618
2018-12-22_14-39;232455
2018-12-22_14-40;237071
2018-12-22_14-41;230125
2018-12-22_14-42;231887
2018-12-22_14-43;227631
2018-12-22_14-44;229308
2018-12-22_14-45;206928
2018-12-22_14-46;238016
2018-12-22_14-47;235906
2018-12-22_14-48;215614
2018-12-22_14-49;234389
2018-12-22_14-50;234350
2018-12-22_14-51;222244
2018-12-22_14-52;231317
2018-12-22_14-53;236812
2018-12-22_14-54;224800
2018-12-22_14-55;229268
2018-12-22_14-56;231074
2018-12-22_14-57;226894
2018-12-22_14-58;224346
2018-12-22_14-59;233721
2018-12-22_15-00;226949
2018-12-22_15-01;226394
2018-12-22_15-02;235703
2018-12-22_15-03;229028
2018-12-22_15-04;221382
2018-12-22_15-05;230071
2018-12-22_15-06;226374
2018-12-22_15-07;231419
2018-12-22_15-08;220941
2018-12-22_15-09;229061
2018-12-22_15-10;225642
2018-12-22_15-11;230319
2018-12-22_15-12;229622
2018-12-22_15-13;225396
2018-12-22_15-14;228494
2018-12-22_15-15;220936
2018-12-22_15-16;226621
2018-12-22_15-17;227057
2018-12-22_15-18;222388
2018-12-22_15-19;225573
2018-12-22_15-20;226645
2018-12-22_15-21;222316
2018-12-22_15-22;221295
2018-12-22_15-23;221111
2018-12-22_15-24;227595
2018-12-22_15-25;221088
2018-12-22_15-26;218915
2018-12-22_15-27;230150
2018-12-22_15-28;211255
2018-12-22_15-29;225678
2018-12-22_15-30;221607
2018-12-22_15-31;223264
2018-12-22_15-32;223914
2018-12-22_15-33;219391
2018-12-22_15-34;222972
2018-12-22_15-35;223570
2018-12-22_15-36;220728
2018-12-22_15-37;218588
2018-12-22_15-38;214753
2018-12-22_15-39;221203
2018-12-22_15-40;215307
2018-12-22_15-41;219936
2018-12-22_15-42;221632
2018-12-22_15-43;224887
2018-12-22_15-44;211809
2018-12-22_15-45;216048
2018-12-22_15-46;228768
2018-12-22_15-47;216647
2018-12-22_15-48;212539
2018-12-22_15-49;225213
2018-12-22_15-50;221570
2018-12-22_15-51;214268
2018-12-22_15-52;225725
2018-12-22_15-53;218115
2018-12-22_15-54;219361
2018-12-22_15-55;213560
2018-12-22_15-56;220713
2018-12-22_15-57;217357
2018-12-22_15-58;215976
2018-12-22_15-59;210391
2018-12-22_16-00;221421
2018-12-22_16-01;213145
2018-12-22_16-02;219099
2018-12-22_16-03;203867
2018-12-22_16-04;219459
2018-12-22_16-05;210352
2018-12-22_16-06;206518
2018-12-22_16-07;214699
2018-12-22_16-08;212296
2018-12-22_16-09;208356
2018-12-22_16-10;210621
2018-12-22_16-11;216315
2018-12-22_16-12;203809
2018-12-22_16-13;210397
2018-12-22_16-14;215974
2018-12-22_16-15;204147
2018-12-22_16-16;203768
2018-12-22_16-17;207127
2018-12-22_16-18;210237
2018-12-22_16-19;201410
2018-12-22_16-20;207119
2018-12-22_16-21;209717
2018-12-22_16-22;204036
2018-12-22_16-23;203889
2018-12-22_16-24;206386
2018-12-22_16-25;205528
2018-12-22_16-26;199836
2018-12-22_16-27;204414
2018-12-22_16-28;197852
2018-12-22_16-29;223167
2018-12-22_16-30;202171
2018-12-22_16-31;210638
2018-12-22_16-32;204250
2018-12-22_16-33;197358
2018-12-22_16-34;199050
2018-12-22_16-35;211864
2018-12-22_16-36;198304
2018-12-22_16-37;200241
2018-12-22_16-38;202712
2018-12-22_16-39;199265
2018-12-22_16-40;205809
2018-12-22_16-41;206995
2018-12-22_16-42;196464
2018-12-22_16-43;205170
2018-12-22_16-44;210330
2018-12-22_16-45;195013
2018-12-22_16-46;194085
2018-12-22_16-47;207822
2018-12-22_16-48;194019
2018-12-22_16-49;201592
2018-12-22_16-50;208691
2018-12-22_16-51;190936
2018-12-22_16-52;202204
2018-12-22_16-53;199483
2018-12-22_16-54;194448
2018-12-22_16-55;192358
2018-12-22_16-56;205632
2018-12-22_16-57;191420
2018-12-22_16-58;196874
2018-12-22_16-59;204603
2018-12-22_17-00;195815
2018-12-22_17-01;191482
2018-12-22_17-02;204093
2018-12-22_17-03;197542
2018-12-22_17-04;193862
2018-12-22_17-05;198523
2018-12-22_17-06;193901
2018-12-22_17-07;194594
2018-12-22_17-08;206950
2018-12-22_17-09;183817
2018-12-22_17-10;191188
2018-12-22_17-11;209282
2018-12-22_17-12;188578
2018-12-22_17-13;190081
2018-12-22_17-14;193851
2018-12-22_17-15;187988
2018-12-22_17-16;188676
2018-12-22_17-17;200138
2018-12-22_17-18;190300
2018-12-22_17-19;175446
2018-12-22_17-20;183497
2018-12-22_17-21;180565
2018-12-22_17-22;182358
2018-12-22_17-23;189649
2018-12-22_17-24;184433
2018-12-22_17-25;181394
2018-12-22_17-26;184264
2018-12-22_17-27;174605
2018-12-22_17-28;179536
2018-12-22_17-29;181023
2018-12-22_17-30;177035
2018-12-22_17-31;186993
2018-12-22_17-32;178084
2018-12-22_17-33;170838
2018-12-22_17-34;178825
2018-12-22_17-35;173820
2018-12-22_17-36;170943
2018-12-22_17-37;170271
2018-12-22_17-38;175754
2018-12-22_17-39;163150
2018-12-22_17-40;176174
2018-12-22_17-41;170886
2018-12-22_17-42;165645
2018-12-22_17-43;173706
2018-12-22_17-44;163643
2018-12-22_17-45;164857
2018-12-22_17-46;163397
2018-12-22_17-47;173476
2018-12-22_17-48;158672
2018-12-22_17-49;168142
2018-12-22_17-50;167505
2018-12-22_17-51;160769
2018-12-22_17-52;165623
2018-12-22_17-53;167368
2018-12-22_17-54;158434
2018-12-22_17-55;164329
2018-12-22_17-56;161512
2018-12-22_17-57;160857
2018-12-22_17-58;156788
2018-12-22_17-59;159578
2018-12-22_18-00;153151
2018-12-22_18-01;161371
2018-12-22_18-02;159766
2018-12-22_18-03;147235
2018-12-22_18-04;159356
2018-12-22_18-05;156259
2018-12-22_18-06;148107
2018-12-22_18-07;152753
2018-12-22_18-08;153917
2018-12-22_18-09;142960
2018-12-22_18-10;150983
2018-12-22_18-11;157045
2018-12-22_18-12;150625
2018-12-22_18-13;147228
2018-12-22_18-14;147685
2018-12-22_18-15;139747
2018-12-22_18-16;143377
2018-12-22_18-17;151269
2018-12-22_18-18;138844
2018-12-22_18-19;143558
2018-12-22_18-20;141590
2018-12-22_18-21;139094
2018-12-22_18-22;142563
2018-12-22_18-23;137703
2018-12-22_18-24;142837
2018-12-22_18-25;136463
2018-12-22_18-26;141189
2018-12-22_18-27;135741
2018-12-22_18-28;134387
2018-12-22_18-29;141787
2018-12-22_18-30;130941
2018-12-22_18-31;138743
2018-12-22_18-32;135206
2018-12-22_18-33;131333
2018-12-22_18-34;135462
2018-12-22_18-35;130743
2018-12-22_18-36;129473
2018-12-22_18-37;130805
2018-12-22_18-38;133181
2018-12-22_18-39;128508
2018-12-22_18-40;128071
2018-12-22_18-41;132389
2018-12-22_18-42;123469
2018-12-22_18-43;128061
2018-12-22_18-44;129452
2018-12-22_18-45;120919
2018-12-22_18-46;128912
2018-12-22_18-47;125692
2018-12-22_18-48;119454
2018-12-22_18-49;127000
2018-12-22_18-50;126062
2018-12-22_18-51;117846
2018-12-22_18-52;122863
2018-12-22_18-53;124170
2018-12-22_18-54;116238
2018-12-22_18-55;122354
2018-12-22_18-56;123312
2018-12-22_18-57;117274
2018-12-22_18-58;119458
2018-12-22_18-59;121768
2018-12-22_19-00;119343
2018-12-22_19-01;116671
2018-12-22_19-02;119166
2018-12-22_19-03;115129
2018-12-22_19-04;118011
2018-12-22_19-05;118758
2018-12-22_19-06;111679
2018-12-22_19-07;113826
2018-12-22_19-08;116923
2018-12-22_19-09;108692
2018-12-22_19-10;114486
2018-12-22_19-11;115511
2018-12-22_19-12;105634
2018-12-22_19-13;106768
2018-12-22_19-14;113863
2018-12-22_19-15;103649
2018-12-22_19-16;108948
2018-12-22_19-17;110192
2018-12-22_19-18;103095
2018-12-22_19-19;103127
2018-12-22_19-20;107375
2018-12-22_19-21;102426
2018-12-22_19-22;104245
2018-12-22_19-23;105359
2018-12-22_19-24;101826
2018-12-22_19-25;103950
2018-12-22_19-26;102256
2018-12-22_19-27;99256
2018-12-22_19-28;104946
2018-12-22_19-29;98943
2018-12-22_19-30;98878
2018-12-22_19-31;101944
2018-12-22_19-32;100679
2018-12-22_19-33;95697
2018-12-22_19-34;95835
2018-12-22_19-35;101060
2018-12-22_19-36;93564
2018-12-22_19-37;97257
2018-12-22_19-38;96839
2018-12-22_19-39;94447
2018-12-22_19-40;95010
2018-12-22_19-41;94518
2018-12-22_19-42;93078
2018-12-22_19-43;94800
2018-12-22_19-44;93045
2018-12-22_19-45;94530
2018-12-22_19-46;91178
2018-12-22_19-47;89523
2018-12-22_19-48;91540
2018-12-22_19-49;91621
2018-12-22_19-50;90798
2018-12-22_19-51;92575
2018-12-22_19-52;88038
2018-12-22_19-53;89943
2018-12-22_19-54;86431
2018-12-22_19-55;92022
2018-12-22_19-56;85996
2018-12-22_19-57;88891
2018-12-22_19-58;85936
2018-12-22_19-59;86423
2018-12-22_20-00;85698
2018-12-22_20-01;86871
2018-12-22_20-02;85489
2018-12-22_20-03;83696
2018-12-22_20-04;86109
2018-12-22_20-05;83213
2018-12-22_20-06;83639
2018-12-22_20-07;85635
2018-12-22_20-08;82900
2018-12-22_20-09;83768
2018-12-22_20-10;82667
2018-12-22_20-11;81073
2018-12-22_20-12;81374
2018-12-22_20-13;82868
2018-12-22_20-14;80242
2018-12-22_20-15;79734
2018-12-22_20-16;80652
2018-12-22_20-17;78979
2018-12-22_20-18;81319
2018-12-22_20-19;82118
2018-12-22_20-20;74322
2018-12-22_20-21;78364
2018-12-22_20-22;79783
2018-12-22_20-23;73656
2018-12-22_20-24;78383
2018-12-22_20-25;78114
2018-12-22_20-26;71861
2018-12-22_20-27;78083
2018-12-22_20-28;77982
2018-12-22_20-29;70435
2018-12-22_20-30;74932
2018-12-22_20-31;76539
2018-12-22_20-32;71146
2018-12-22_20-33;75866
2018-12-22_20-34;74802
2018-12-22_20-35;73714
2018-12-22_20-36;70483
2018-12-22_20-37;73341
2018-12-22_20-38;70131
2018-12-22_20-39;74204
2018-12-22_20-40;72975
2018-12-22_20-41;69860
2018-12-22_20-42;71583
2018-12-22_20-43;71994
2018-12-22_20-44;66411
2018-12-22_20-45;73139
2018-12-22_20-46;69990
2018-12-22_20-47;69686
2018-12-22_20-48;71348
2018-12-22_20-49;71171
2018-12-22_20-50;66862
2018-12-22_20-51;72163
2018-12-22_20-52;69366
2018-12-22_20-53;68684
2018-12-22_20-54;70581
2018-12-22_20-55;71202
2018-12-22_20-56;68434
2018-12-22_20-57;69285
2018-12-22_20-58;66113
2018-12-22_20-59;70226
2018-12-22_21-00;68383
2018-12-22_21-01;68825
2018-12-22_21-02;68886
2018-12-22_21-03;68707
2018-12-22_21-04;69218
2018-12-22_21-05;66890
2018-12-22_21-06;69647
2018-12-22_21-07;69989
2018-12-22_21-08;65566
2018-12-22_21-09;68166
2018-12-22_21-10;66325
2018-12-22_21-11;68283
2018-12-22_21-12;67765
2018-12-22_21-13;66382
2018-12-22_21-14;67333
2018-12-22_21-15;70898
2018-12-22_21-16;65413
2018-12-22_21-17;63677
2018-12-22_21-18;71842
2018-12-22_21-19;65332
2018-12-22_21-20;65090
2018-12-22_21-21;69595
2018-12-22_21-22;64621
2018-12-22_21-23;64530
2018-12-22_21-24;66542
2018-12-22_21-25;65842
2018-12-22_21-26;65765
2018-12-22_21-27;65334
2018-12-22_21-28;66504
2018-12-22_21-29;65550
2018-12-22_21-30;65255
2018-12-22_21-31;66239
2018-12-22_21-32;65025
2018-12-22_21-33;64759
2018-12-22_21-34;65509
2018-12-22_21-35;68194
2018-12-22_21-36;63312
2018-12-22_21-37;64208
2018-12-22_21-38;67517
2018-12-22_21-39;61493
2018-12-22_21-40;65323
2018-12-22_21-41;67339
2018-12-22_21-42;62316
2018-12-22_21-43;65650
2018-12-22_21-44;65182
2018-12-22_21-45;63397
2018-12-22_21-46;66220
2018-12-22_21-47;64921
2018-12-22_21-48;64237
2018-12-22_21-49;68803
2018-12-22_21-50;67744
2018-12-22_21-51;69806
2018-12-22_21-52;66271
2018-12-22_21-53;62379
2018-12-22_21-54;65202
2018-12-22_21-55;64488
2018-12-22_21-56;62423
2018-12-22_21-57;65191
2018-12-22_21-58;64323
2018-12-22_21-59;64985
2018-12-22_22-00;61668
2018-12-22_22-01;63785
2018-12-22_22-02;61734
2018-12-22_22-03;64054
2018-12-22_22-04;63341
2018-12-22_22-05;62109
2018-12-22_22-06;64672
2018-12-22_22-07;61661
2018-12-22_22-08;62347
2018-12-22_22-09;64855
2018-12-22_22-10;60743
2018-12-22_22-11;61309
2018-12-22_22-12;62127
2018-12-22_22-13;64232
2018-12-22_22-14;58473
2018-12-22_22-15;62136
